codigo1;descricao1;codigo2;descricao2;codigo3;descricao3;codigo4;descricao4;est_atend;Un_med;Un_con;Fator;Est_aqui;Capacidade;Ciclo;Velocidade;Acessorios
MAN017;BROCAS;CORPORATIV;CORPORATIVO;14000061;BROCA ACAB TLD13 3,75MM ESPECIAL;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000097;PLACA INFERIOR 35 0,7;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000104;PLACA SUPERIOR 35 0,7 F422212-21885;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000127;ENCOSTO D CELERON USINAGEM BETTANIN;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000145;FERRINHO BC 35 14X0,7 BC 22217 F 422219;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000331;NAVALHINHA PLANA 2MM F422232 B-35-21926;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000355;PLACA FORMADORA EZ F422230-07 BC35-21530;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000374;PONTEIRA BICO 35 0,7 - PAR;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000640;TUBEIRA 14 X 0,70 F 422242;;;;;;1;;;;;
MAN070;LUBRIFICANTES OLEO;CORPORATIV;CORPORATIVO;6011763;OLEO LUBRIFICANTE HD 68;;;;;;1;;;;;
MAN015;BORGHI / OSMAS;CORPORATIV;CORPORATIVO;6013983;HASTE DA AGULHA BORGHI 35/40/45;;;;;;1;;;;;
MAN006;AGULHAS;CORPORATIV;CORPORATIVO;6015202;HASTE DA AGULHA BICO TUF204 BOUCHERIE;;;;;;1;;;;;
MAN027;ELETRICOS CONTATORES;CORPORATIV;CORPORATIVO;6018401;BASTAO STICK DRESS LIMP.BRANCO;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000011;AGULHA LINGUETA 112004 WAZ 4.16 - 4.56;;;;;;1;;;;;
MAN006;AGULHAS;CORPORATIV;CORPORATIVO;14000037;ARAME P/AGULHA 4,5MMX1,5MM BC 35;;;;;;1;;;;;
MAN006;AGULHAS;CORPORATIV;CORPORATIVO;14000038;ARAME P/AGULHA 5,0MMX1,5MM BC 40;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000049;BATENTE DO FIO-TUFT GUIDING PART;;;;;;1;;;;;
MAN017;BROCAS;CORPORATIV;CORPORATIVO;14000060;BROCA ACAB TLD13 3,5MM ESPECIAL;;;;;;1;;;;;
MAN017;BROCAS;CORPORATIV;CORPORATIVO;14000062;BROCA ACAB TLD13 4,25MM ESPECIAL BC 40;;;;;;1;;;;;
MAN017;BROCAS;CORPORATIV;CORPORATIVO;14000065;BROCA ACAB TLD13 4,5MM ESPECIAL;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000131;ENCOSTO DO TUFO -TUFTHOLDER JAW CAP 18A2;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000136;ENCOSTO MEIA LUA GUIDE 0328C8202;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000141;FERRINHO ANCORA REF F424019 BC 23431;;;;;;1;;;;;
MAN015;BORGHI / OSMAS;CORPORATIV;CORPORATIVO;14000149;FERRINHO BC 40/BR/BV/A2P-40-0,8;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000186;FORMADOR-WIRE PUCH 03K42/80;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000201;HASTE DA AGULHA-DRIVER SHANK 11K15;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000218;LINGUETA DA AGULHA-DRIVER TIP 10K42/80;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000258;NAVALHA CUTTER BLADE CERTA USINAGEM;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000285;MEIA LUA PICKER 12R5;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000291;NAVALHA FIXA 002107100;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000292;NAVALHA FIXA BLOCO 115 ROT APA 2580 0042;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000298;NAVALHA FRESA FIXA COD DES BOR 0050402;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000300;NAVALHA FRESA MOVEL COD DES BOR 0050401;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000306;NAVALHA MOVEL BLOCO ROTAT. OSM-0010403;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000307;NAVALHA MOVEL APARADEIRA BCH0021904;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000308;NAVALHA PENTE FIXA FIO FINO DES25800041;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000310;NAVALHA PENTE MOVEL FINO DES 25800040;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000312;NAVALHA MOVEL ROT BLOCO USIN BOR0041006;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000313;NAVALHA ROTATIVA FIXA DES BOR 0030102;;;;;;1;;;;;
MAN085;NAVALHAS;CORPORATIV;CORPORATIVO;14000314;NAVALHA ROTATIVA FIXA DES BOR 0041007;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000332;NAVALHINHA WIRE CUTTING PLATE 09A;;;;;;1;;;;;
IMP021;DIVERSOS;CORPORATIV;CORPORATIVO;14000333;NAVALHINHA 2,25MM/0,8/40 BV/BR/STAR;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000345;PAR D PONTEIRAS -PAIR OF JAWS 01A42/80M;;;;;;1;;;;;
MAN015;BORGHI / OSMAS;CORPORATIV;CORPORATIVO;14000373;PONTEIRA 40 0,8 BV/BR/STAR - PAR;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000380;PONTEIRA BICO 32/34 ANCORA 4,28 - PAR;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000428;TAMPA DA PONTEIRA-JAW CAP-05A5PI;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000429;TAMPA GUIA AGULHA -UPPER DRIVER GUIDE;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000430;TAMPA GUIA INF AGULHA 07A42/80;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;14000463;TUBEIRA D BLOQUEO- REF F426042 2,4X0,4;;;;;;1;;;;;
MAN015;BORGHI / OSMAS;CORPORATIV;CORPORATIVO;14000465;TUBEIRA40 POS5 DES100/5 BV/BR C/CHANFRO;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;14000466;TUBEIRA-COUTER CUTTING BLADE 13A80H;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000007;ABRAC ACO 44-57 ROSCA S/F;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6000027;ABRAC NYLON 203MM BR-T50R;;;;;;1;;;;;
MAN001;ELEMENTOS DE FIXACAO;CORPORATIV;CORPORATIVO;6000045;ABRAC REGULAVEL ROSCA S/F 56-66MM;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000368;ANEL ELASTICO P/EIXO 0 10MM 471 FO;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000369;ANEL ELASTICO P/EIXO 0 12MM 471 FO;;;;;;1;;;;;
MAN011;ARRUELA;CORPORATIV;CORPORATIVO;6000585;ARRUELA DE PRESSAO 1/4;;;;;;1;;;;;
MAN011;ARRUELA;CORPORATIV;CORPORATIVO;6000589;ARRUELA DE PRESSAO 5/16;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000630;ARRUELA LISA M-14 2,5MMDIN 125-A ZA;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000637;ARRUELA LISA M-6 1,5MMDIN 125-A ZA;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000641;ARRUELA LISA W-1/4 1,5MM 994 ZA;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6000646;ARRUELA LISA W-5/16 2,5MM 994 ZA;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6001426;CABO SENSOR INDUT-SICK-DOL-1204-W02M;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6001429;CABO 2 M PLUG M3P ANGULAR COD6008489;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6001432;CABO 2M PLUG M8 RETO COD 6010785;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6001489;CABO FLEX PP 2X1 MM 750V;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6001808;CHAVETA B 04X04X500 RT;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6001810;CHAVETA B 06X06X500 RT;;;;;;1;;;;;
MAN095;PNEUMATICOS DIVERSOS;CORPORATIV;CORPORATIVO;6002047;CILINDRO SMC C85N 25X50;;;;;;1;;;;;
MAN095;PNEUMATICOS DIVERSOS;CORPORATIV;CORPORATIVO;6002239;CONEXAO EM L QSML-M5-4;;;;;;1;;;;;
MAN095;PNEUMATICOS DIVERSOS;CORPORATIV;CORPORATIVO;6002245;CONEXAO EM Y TP PK-4;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6002321;CONJUNTO D BICO 1,2 MM P 70 TOCHA PLASMA;;;;;;1;;;;;
MAN001;ELEMENTOS DE FIXACAO;CORPORATIV;CORPORATIVO;6002465;CONTRAPINO SAE J487 ACO 5/32X2;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002565;CORREIA 840X27X1,3 MEGAFLAT PU 120;;;;;;1;;;;;
MAN120;TRANSMISSOES E ACOPL;CORPORATIV;CORPORATIVO;6002639;CORREIA EM V A-37;;;;;;1;;;;;
MAN120;TRANSMISSOES E ACOPL;CORPORATIV;CORPORATIVO;6002783;CORREIA EM V TP 5V 1600;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002810;CORREIA P/SELAD SGV 1380X50 C/GUIA Z AF;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002811;CORREIA P/SELAD SGV 1850X50 AF C/GUIA Z;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002824;CORREIA PLANA DENT 110XL 037;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002826;CORREIA PLANA DENT 345 L 037 4393;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002837;CORREIA POLIURETANO AT10-560 20MM;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002838;CORREIA POLIURETANO AT10-700 27MM;;;;;;1;;;;;
MAN151;POLIAS E CORREIAS;CORPORATIV;CORPORATIVO;6002865;CORREIA SINC 285L 050 3/8 LARG1/2;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6003067;DIFUSOR DE GAS COD05002577;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6003078;DISCO CORTE 0 41/2X3/64X7/8 11T0424 A60;;;;;;1;;;;;
MAN015;BORGHI / OSMAS;CORPORATIV;CORPORATIVO;6003088;DISCO DE FRENO POS23 MOTOR ELETR;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6003089;DISCO DESBASTE 114,3X4,7X22,2 BDA 50;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6003101;DISCO SEPARADOR P/RETIFICA 0,6X22MM;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6003266;ARVORE FIXACAO REF 2,3/1,6 1-5 PFERD;;;;;;1;;;;;
MAN115;SOLDAS;CORPORATIV;CORPORATIVO;6003336;ELETRODO AWS E 2,5MM OK 4804/UTP 613KB;;;;;;1;;;;;
MAN115;SOLDAS;CORPORATIV;CORPORATIVO;6003347;ELETRODO P/INOX OK 6130 2,5;;;;;;1;;;;;
MAN050;FERRAMENTAS MANUAIS;CORPORATIV;CORPORATIVO;6003617;ESCOVA DE ACO MANUAL 1840/3;;;;;;1;;;;;
MAN121;TUBOS E CONEXOES;CORPORATIV;CORPORATIVO;6003883;FITA VEDA-ROSCA 18X50M;;;;;;1;;;;;
MAN028;ELETRICOS DISJUNTORE;CORPORATIV;CORPORATIVO;6004069;FUSIVEL DE VIDRO 2,0 AM 20MM;;;;;;1;;;;;
MAN070;LUBRIFICANTES OLEO;CORPORATIV;CORPORATIVO;6004458;GRAXA P/ALTAS TEMP ARGILA GRAU NLGI2;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6004512;GUIA ASPIRAL DA TOCHA 1,2-3,5 M;;;;;;1;;;;;
MAN048;FERRAMENTAS DE CORTE;CORPORATIV;CORPORATIVO;6004897;LAMINA SERRA MANUAL RS-1224 STARRET;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6005042;LIXA CINTA FERRO G-80 2700X50;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6005046;LIXA D AGUA GRAO 280-FOLHA 225X275MM;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6005053;LIXA DE AGUA G-400;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6005055;LIXA RODA MKONTOUR 40/50X25 G280 R-363;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6005056;LIXA FERRO G-100;;;;;;1;;;;;
MAN095;PNEUMATICOS DIVERSOS;CORPORATIV;CORPORATIVO;6005297;MANG POLIURETANO 6/8,3MM-MT 4 2 7 PU-6;;;;;;1;;;;;
MAN095;PNEUMATICOS DIVERSOS;CORPORATIV;CORPORATIVO;6005298;MANG POLIURETANO PU 6/4 MM AZ-MT413;;;;;;1;;;;;
MAN121;TUBOS E CONEXOES;CORPORATIV;CORPORATIVO;6005327;MANGUEIRA ESPIRAL SUCCAO 1 1/2 38/45MM;;;;;;1;;;;;
MAN121;TUBOS E CONEXOES;CORPORATIV;CORPORATIVO;6005335;MANGUEIRA TRANCADA 250 1/2POL 13/19MM;;;;;;1;;;;;
MAN123;VEDACOES;CORPORATIV;CORPORATIVO;6006050;O RING DIAM INT 101,19MMX3,53MM;;;;;;1;;;;;
MAN123;VEDACOES;CORPORATIV;CORPORATIVO;6006053;O RING DIAM INT 107,54MMX3,53MM;;;;;;1;;;;;
MAN123;VEDACOES;CORPORATIV;CORPORATIVO;6006063;O RING DIAM INT 120,24MMX3,53MM;;;;;;1;;;;;
MAN123;VEDACOES;CORPORATIV;CORPORATIVO;6006067;O RING DIAM INT 129,77MMX3,53MM;;;;;;1;;;;;
MAN123;VEDACOES;CORPORATIV;CORPORATIVO;6006070;O RING DIAM INT 14,00MMX1,78MM;;;;;;1;;;;;
MAN070;LUBRIFICANTES OLEO;CORPORATIV;CORPORATIVO;6006324;OLEO MIN P/SIST PNEUMS LUBREFIL ISO VG10;;;;;;1;;;;;
MAN128;ZAHORANSKY;CORPORATIV;CORPORATIVO;6006359;PALANCA-WAZB-F426070-20980 ANCORA;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006376;PARAF CAB PAN 4,8X50 FSZB;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006379;PARAF ABAULADA C/SEXT 129 M5X12;;;;;;1;;;;;
MAN001;ELEMENTOS DE FIXACAO;CORPORATIV;CORPORATIVO;6006393;PARAF ALEN C/CAB M 4X35 MM INOX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006549;PARAF ALLEN C/CAB M 10X25 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006571;PARAF ALLEN C/CAB M 12X70 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006592;PARAF ALLEN C/CAB M 4X25 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006599;PARAF ALLEN C/CAB M 5X10 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006601;PARAF ALLEN C/CAB M 5X16 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006602;PARAF ALLEN C/CAB M 5X20 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006609;PARAF ALLEN C/CAB M 6X100 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006614;PARAF ALLEN C/CAB M 6X25 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006615;PARAF ALLEN C/CAB M 6X30 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006617;PARAF ALLEN C/CAB M 6X40 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006619;PARAF ALLEN C/CAB M 6X50 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006626;PARAF ALLEN C/CAB M 8X20 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006627;PARAF ALLEN C/CAB M 8X25 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006630;PARAF ALLEN C/CAB M 8X40 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006639;PARAF ALLEN C/CAB M6X60 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006699;PARAF ALLEN CABESCAR 4X16 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006706;PARAF ALLEN CABESCAR 5X10 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006715;PARAF ALLEN CABESCAR 6X20 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006716;PARAF ALLEN CABESCAR 6X25 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006725;PARAF ALLEN CABESCAR 8X30 MA OX;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006790;PARAF ATARRAXANTE CAB PANELA 3,9X19MM;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006861;PARAF CILINDRICA C/SEXT M14X120;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006875;PARAF CILINDRICA C/SEXT M20X110 TELLEP;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006881;PARAF CILINDRICA C/SEXT M4X60;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006884;PARAF CILINDRICA C/SEXT M6X 55;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006886;PARAF CILINDRICA C/SEXT M8X10;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006930;PARAF ESCAREADA C/SEXT 7991 129 M5X12;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6006931;PARAF ESCAREADA C/SEXT 7991 129 M8X15;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007044;PARAF S/CAB C/SEXT INT 149 W 1/4X 5/8;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007084;PARAF SEX 8.8 RTOTAL 10X25 MA PO;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007106;PARAF SEX58 RTOTAL 6X20 MA PO;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007112;PARAF SEX58 RTOTAL 8X20 MA PO;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007219;PARAF SEXT M6X30;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;6007397;PARTE BASE CX FERRAMENTA PART;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;6007398;PARTE DA TAMPA COD 6504/A0300;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6007402;PASTILHA MD SOLD 0,9X1,8X25,4STB12ASAK10;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;6007492;PINCA JACOBS-RUBBER FLEX J-116-9757;;;;;;1;;;;;
MAN118;TINTAS;CORPORATIV;CORPORATIVO;6007506;PINCEL 1-395/3;;;;;;1;;;;;
MAN015;BORGHI / OSMAS;CORPORATIV;CORPORATIVO;6007542;PINO DO SUPORTE DA AGULHA BV2/BR32;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007559;PINO ELASTICO 5X26 1481 FO;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007561;PINO ELASTICO 5X50 1481 FO;;;;;;1;;;;;
MAN016;BOUCHERIE;CORPORATIV;CORPORATIVO;6007705;PLACA GUIA GUIDE PLATE COD6504A2300;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6007733;PLUGUE INDUSTRIAL 3P-T 32A 380/440V-VR;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6007734;PLUGUE MONOFAS2P 90 GRAUS 10A/250V;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6007817;PONTEIRA CURTA /NOZZLES COD 05001073;;;;;;1;;;;;
MAN122;ULMA;CORPORATIV;CORPORATIVO;6007845;PORCA AUTOTRAVANTE DE INOX M4;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007920;PORCA SEXM-6 PO;;;;;;1;;;;;
MAN090;PARAFUSOS;CORPORATIV;CORPORATIVO;6007921;PORCA SEXM-8 PO;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6008141;REBOLO RETO 101,6X12,7X12,7X4X1/2X1/2;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6008146;REBOLO RETO 152,4X25,4X31,8 39C60K;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6008147;REBOLO RETO 355,6X50,8X127,0X14X2X5;;;;;;1;;;;;
MAN002;ABRASIVOS;CORPORATIV;CORPORATIVO;6008161;REBOLO RETO BR 152,4X25,4X31,8 FE 38A60K;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6008381;RELE TMP TW 21;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6008384;RELE-MR-24DC/21 2961105 PHOENIX;;;;;;1;;;;;
MAN029;ELETRICOS DIVERSOS;CORPORATIV;CORPORATIVO;6008385;RELE-MR-24DC/21 2961192 PHOENIX# (G);;;;;;1;;;;;
MAN123;VEDACOES;CORPORATIV;CORPORATIVO;6009289;RETENT 90X120X13;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009573;ROLAMENTO 6000 2RS1;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009581;ROLAMENTO 6002 HVZZ FURADOR;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009589;ROLAMENTO 6004 2RS;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009625;ROLAMENTO 608 2Z;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009645;ROLAMENTO 6201 2RS1;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009646;ROLAMENTO 6201 2Z;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009648;ROLAMENTO 6202 2RS1;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009650;ROLAMENTO 6202 2Z SKF;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009651;ROLAMENTO 6202 ZR THB;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009652;ROLAMENTO 6203 2RS;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009655;ROLAMENTO 6203 ZR THB;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009656;ROLAMENTO 62032Z;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009659;ROLAMENTO 6204 2RS1;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009665;ROLAMENTO 6205 ZZC3;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009669;ROLAMENTO 6206 2RS1;;;;;;1;;;;;
MAN110;ROLAMENTO LINEAR;CORPORATIV;CORPORATIVO;6009705;ROLAMENTO 625 2Z;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009733;ROLAMENTO 6307 2RS1;;;;;;1;;;;;
MAN111;ROLAMENTOS / MANCAIS;CORPORATIV;CORPORATIVO;6009921;ROLAMENTO LR 5200 KDDU;;;;;;1;;;;;
MAN118;TINTAS;CORPORATIV;CORPORATIVO;6010034;ROLO DE ESPUMA 5 CM 406/5;;;;;;1;;;;;
